query_0	516	1	22.913286209106445
query_0	934	2	19.501142501831055
query_0	807	3	18.498302459716797
query_0	937	4	17.51595687866211
query_0	721	5	17.411277770996094
query_0	1171	6	17.40215492248535
query_0	485	7	17.228647232055664
query_0	847	8	16.887243270874023
query_0	473	9	16.863731384277344
query_0	1156	10	16.7677059173584
query_0	144	11	16.756526947021484
query_0	722	12	16.695669174194336
query_0	734	13	16.656661987304688
query_0	1081	14	16.536590576171875
query_0	136	15	16.531864166259766
query_0	1117	16	15.818587303161621
query_0	259	17	15.716362953186035
query_0	944	18	15.7105712890625
query_0	617	19	15.673751831054688
query_0	470	20	15.555402755737305
query_0	541	21	15.339595794677734
query_0	186	22	15.15875244140625
query_0	952	23	15.077503204345703
query_0	550	24	15.02295207977295
query_0	431	25	15.002141952514648
query_0	197	26	14.885211944580078
query_0	148	27	14.840561866760254
query_0	107	28	14.783380508422852
query_0	692	29	14.78096866607666
query_0	830	30	14.61311149597168
query_0	10	31	14.599263191223145
query_0	671	32	14.373669624328613
query_0	1207	33	14.368163108825684
query_0	294	34	14.334964752197266
query_0	441	35	14.304697036743164
query_0	451	36	14.274478912353516
query_0	770	37	14.217513084411621
query_0	1145	38	14.08049488067627
query_0	544	39	13.931634902954102
query_0	927	40	13.926076889038086
query_0	1143	41	13.924878120422363
query_0	425	42	13.842708587646484
query_0	674	43	13.842657089233398
query_0	491	44	13.83050537109375
query_0	383	45	13.79149055480957
query_0	746	46	13.788914680480957
query_0	487	47	13.775028228759766
query_0	745	48	13.764748573303223
query_0	509	49	13.753341674804688
query_0	545	50	13.73853874206543
query_0	858	51	13.700857162475586
query_0	260	52	13.699352264404297
query_0	427	53	13.688302993774414
query_0	525	54	13.685232162475586
query_0	187	55	13.636820793151855
query_0	657	56	13.634305000305176
query_0	377	57	13.599109649658203
query_0	1170	58	13.59817886352539
query_0	373	59	13.562335968017578
query_0	84	60	13.483109474182129
query_0	881	61	13.453448295593262
query_0	201	62	13.370779991149902
query_0	39	63	13.326085090637207
