Query	Document_ID	Rank	Similarity
query_0	00533	1	22.913286209106445
query_0	00957	2	19.50114250183105
query_0	00827	3	18.4983024597168
query_0	00960	4	17.51595687866211
query_0	00741	5	17.411277770996094
query_0	01201	6	17.40215492248535
query_0	00499	7	17.228647232055664
query_0	00867	8	16.887243270874023
query_0	00484	9	16.863731384277344
query_0	01185	10	16.7677059173584
query_0	00147	11	16.756526947021484
query_0	00742	12	16.695669174194336
query_0	00754	13	16.656661987304688
query_0	01107	14	16.536590576171875
query_0	00139	15	16.531864166259766
query_0	01145	16	15.81858730316162
query_0	00265	17	15.716362953186035
query_0	00967	18	15.7105712890625
query_0	00636	19	15.673751831054688
query_0	00481	20	15.555402755737305
query_0	00559	21	15.339595794677734
query_0	00189	22	15.15875244140625
query_0	00975	23	15.077503204345703
query_0	00568	24	15.02295207977295
query_0	00441	25	15.002141952514648
query_0	00201	26	14.885211944580078
query_0	00151	27	14.840561866760254
query_0	00108	28	14.783380508422852
query_0	00711	29	14.78096866607666
query_0	00850	30	14.61311149597168
query_0	00011	31	14.599263191223145
query_0	00690	32	14.373669624328612
query_0	01238	33	14.368163108825684
query_0	00302	34	14.334964752197266
query_0	00451	35	14.304697036743164
query_0	00461	36	14.274478912353516
query_0	00790	37	14.21751308441162
query_0	01173	38	14.08049488067627
query_0	00562	39	13.931634902954102
query_0	00950	40	13.926076889038086
query_0	01171	41	13.924878120422363
query_0	00435	42	13.842708587646484
query_0	00693	43	13.842657089233398
query_0	00505	44	13.83050537109375
query_0	00392	45	13.79149055480957
query_0	00766	46	13.788914680480955
query_0	00501	47	13.775028228759766
query_0	00765	48	13.764748573303224
query_0	00526	49	13.753341674804688
query_0	00563	50	13.73853874206543
query_0	00878	51	13.700857162475586
query_0	00266	52	13.699352264404297
query_0	00437	53	13.688302993774414
query_0	00543	54	13.685232162475586
query_0	00190	55	13.636820793151855
query_0	00676	56	13.634305000305176
query_0	00386	57	13.599109649658203
query_0	01200	58	13.59817886352539
query_0	00382	59	13.562335968017578
query_0	00085	60	13.483109474182127
query_0	00901	61	13.453448295593262
query_0	00205	62	13.370779991149902
query_0	00040	63	13.326085090637209
query_0	01167	64	13.264373779296877
query_0	01203	65	13.254709243774414
query_0	00648	66	13.248558044433594
query_0	00925	67	13.233704566955566
query_0	01159	68	13.216822624206545
query_0	01209	69	13.198461532592772
query_0	01227	70	13.183624267578123
query_0	00912	71	13.139729499816896
query_0	00314	72	13.086114883422852
query_0	00498	73	13.07816219329834
query_0	00662	74	13.075965881347656
query_0	00311	75	13.069933891296388
query_0	00973	76	13.069808959960938
query_0	00794	77	13.061861991882324
query_0	00998	78	13.051484107971191
query_0	00303	79	13.04442024230957
query_0	00895	80	13.036086082458496
query_0	00810	81	13.02990436553955
query_0	00538	82	13.011547088623049
query_0	00166	83	13.009105682373049
query_0	00439	84	13.006718635559082
query_0	00223	85	12.996734619140623
query_0	00961	86	12.978029251098633
query_0	00536	87	12.972085952758787
query_0	01016	88	12.972028732299805
query_0	01076	89	12.96631908416748
query_0	00564	90	12.953140258789062
query_0	00758	91	12.952999114990234
query_0	00172	92	12.9342622756958
query_0	00055	93	12.926569938659668
query_0	01078	94	12.888246536254885
query_0	01188	95	12.881321907043455
query_0	00062	96	12.878742218017578
query_0	00589	97	12.838909149169922
query_0	00378	98	12.829693794250488
query_0	00812	99	12.823674201965332
query_0	01161	100	12.79891872406006
query_1	00499	1	17.102157592773438
query_1	00151	2	16.44454574584961
query_1	01173	3	16.333749771118164
query_1	00754	4	16.189104080200195
query_1	00592	5	16.181076049804688
query_1	00265	6	15.687777519226074
query_1	00980	7	15.604686737060549
query_1	00007	8	15.542637825012209
query_1	00382	9	15.463029861450195
query_1	00589	10	15.415477752685549
query_1	00455	11	15.305953025817873
query_1	00533	12	15.291316032409668
query_1	01019	13	15.271210670471191
query_1	00437	14	15.124645233154297
query_1	00805	15	15.109764099121094
query_1	00481	16	15.097702980041504
query_1	00439	17	15.089167594909668
query_1	01125	18	15.047148704528809
query_1	00912	19	14.961727142333984
query_1	00788	20	14.944461822509766
query_1	00790	21	14.863061904907228
query_1	00297	22	14.81203842163086
query_1	00733	23	14.792442321777344
query_1	00559	24	14.777217864990234
query_1	01145	25	14.749881744384766
query_1	00588	26	14.746944427490234
query_1	01175	27	14.685104370117188
query_1	00867	28	14.659976959228516
query_1	00463	29	14.653173446655272
query_1	00441	30	14.57094383239746
query_1	00693	31	14.545504570007324
query_1	00451	32	14.51351833343506
query_1	00301	33	14.465631484985352
query_1	00176	34	14.418350219726562
query_1	01171	35	14.398740768432615
query_1	00541	36	14.279825210571287
query_1	00975	37	14.241973876953123
query_1	00172	38	14.232872009277344
query_1	01185	39	14.162971496582031
query_1	00333	40	14.11343002319336
query_1	00853	41	14.109360694885254
query_1	01169	42	14.109169006347656
query_1	00988	43	14.05302619934082
query_1	00011	44	14.014039039611816
query_1	00498	45	13.99983024597168
query_1	00742	46	13.998342514038086
query_1	00904	47	13.99818229675293
query_1	00614	48	13.993013381958008
query_1	00690	49	13.98505401611328
query_1	00475	50	13.968870162963867
query_1	00957	51	13.919807434082031
query_1	00755	52	13.909109115600586
query_1	00987	53	13.847962379455566
query_1	00114	54	13.828794479370115
query_1	00189	55	13.794623374938965
query_1	01238	56	13.702651977539062
query_1	00100	57	13.69948959350586
query_1	00683	58	13.698135375976562
query_1	00901	59	13.658570289611816
query_1	00375	60	13.651123046875
query_1	00031	61	13.631906509399414
query_1	00006	62	13.59352684020996
query_1	01099	63	13.589561462402344
query_1	00108	64	13.583135604858398
query_1	00205	65	13.580574035644531
query_1	00374	66	13.570192337036133
query_1	00311	67	13.533498764038086
query_1	00223	68	13.52015209197998
query_1	01227	69	13.507503509521484
query_1	00314	70	13.50067138671875
query_1	00685	71	13.50039291381836
query_1	00711	72	13.40408420562744
query_1	00632	73	13.39988136291504
query_1	00017	74	13.393930435180664
query_1	00147	75	13.373284339904783
query_1	00748	76	13.353290557861328
query_1	00168	77	13.344430923461914
query_1	00956	78	13.312552452087402
query_1	00062	79	13.312493324279783
query_1	00424	80	13.302332878112791
query_1	00201	81	13.29060173034668
query_1	00810	82	13.272231101989746
query_1	00751	83	13.262929916381836
query_1	01159	84	13.255882263183594
query_1	00895	85	13.25448989868164
query_1	00543	86	13.254264831542969
query_1	00427	87	13.251060485839844
query_1	01163	88	13.230438232421877
query_1	00080	89	13.219098091125488
query_1	00085	90	13.210527420043944
query_1	00662	91	13.199735641479492
query_1	00459	92	13.194843292236328
query_1	01078	93	13.184637069702148
query_1	00089	94	13.17749309539795
query_1	00812	95	13.154250144958496
query_1	01049	96	13.132359504699709
query_1	00563	97	13.12688159942627
query_1	00688	98	13.12636661529541
query_1	00048	99	13.10838508605957
query_1	01167	100	13.105567932128906
query_2	00633	1	22.155506134033203
query_2	01206	2	18.395973205566406
query_2	01175	3	18.273578643798828
query_2	00439	4	17.98382568359375
query_2	01161	5	17.384424209594727
query_2	00956	6	17.262907028198242
query_2	00536	7	16.955373764038086
query_2	00959	8	16.952543258666992
query_2	00139	9	16.89813995361328
query_2	00961	10	16.74032974243164
query_2	00150	11	16.533727645874023
query_2	01165	12	16.495197296142578
query_2	00936	13	16.427589416503906
query_2	00680	14	16.341167449951172
query_2	00856	15	16.33493423461914
query_2	00124	16	16.29490089416504
query_2	00147	17	16.20616912841797
query_2	00375	18	16.204387664794922
query_2	00118	19	16.168190002441406
query_2	01024	20	16.081886291503906
query_2	00526	21	15.875065803527832
query_2	00425	22	15.864575386047363
query_2	00585	23	15.862773895263672
query_2	00246	24	15.862740516662598
query_2	00320	25	15.813828468322754
query_2	00950	26	15.804259300231934
query_2	01137	27	15.788549423217772
query_2	00853	28	15.776496887207031
query_2	01117	29	15.768260955810549
query_2	00748	30	15.734771728515623
query_2	01159	31	15.730835914611816
query_2	00404	32	15.64043426513672
query_2	00852	33	15.604583740234377
query_2	01171	34	15.577444076538086
query_2	00269	35	15.543988227844238
query_2	00786	36	15.522192001342772
query_2	00765	37	15.436506271362305
query_2	00527	38	15.42421054840088
query_2	00401	39	15.421497344970703
query_2	00805	40	15.40390682220459
query_2	00055	41	15.40097713470459
query_2	00529	42	15.35046672821045
query_2	00441	43	15.28822135925293
query_2	00102	44	15.24187183380127
query_2	00313	45	15.2317476272583
query_2	00989	46	15.167814254760742
query_2	00766	47	15.166223526000977
query_2	00151	48	15.160411834716797
query_2	01148	49	15.144524574279783
query_2	00455	50	15.1350736618042
query_2	00218	51	15.119352340698242
query_2	01200	52	15.065319061279297
query_2	00062	53	15.034132957458496
query_2	00561	54	15.015336990356444
query_2	00336	55	15.011330604553224
query_2	01209	56	14.996651649475098
query_2	00347	57	14.99221420288086
query_2	00231	58	14.97820281982422
query_2	01050	59	14.969564437866213
query_2	00840	60	14.937213897705078
query_2	01099	61	14.933721542358398
query_2	01238	62	14.931020736694336
query_2	00658	63	14.90623664855957
query_2	00366	64	14.897969245910645
query_2	01181	65	14.887670516967772
query_2	00655	66	14.869885444641112
query_2	01142	67	14.831814765930176
query_2	00525	68	14.823667526245115
query_2	00520	69	14.80826187133789
query_2	00107	70	14.771968841552734
query_2	00221	71	14.761198043823242
query_2	01173	72	14.753544807434082
query_2	00137	73	14.747074127197266
query_2	00702	74	14.70162296295166
query_2	01205	75	14.68996810913086
query_2	00033	76	14.686665534973145
query_2	00632	77	14.658605575561523
query_2	00106	78	14.654324531555176
query_2	00023	79	14.639629364013672
query_2	00711	80	14.607429504394531
query_2	00172	81	14.599549293518066
query_2	00975	82	14.58668327331543
query_2	00624	83	14.584738731384276
query_2	00742	84	14.578620910644531
query_2	00462	85	14.536402702331545
query_2	00292	86	14.533879280090332
query_2	00307	87	14.514606475830078
query_2	00576	88	14.483845710754396
query_2	00541	89	14.455184936523438
query_2	00710	90	14.449007987976074
query_2	00958	91	14.43793773651123
query_2	00971	92	14.430986404418944
query_2	00685	93	14.380661010742188
query_2	00283	94	14.378803253173828
query_2	01107	95	14.330931663513184
query_2	00174	96	14.29361057281494
query_2	00726	97	14.280722618103027
query_2	00312	98	14.277902603149414
query_2	01064	99	14.261921882629396
query_2	00998	100	14.249808311462402
query_3	00604	1	21.637523651123047
query_3	01039	2	19.008174896240234
query_3	00876	3	17.87090301513672
query_3	00439	4	16.878156661987305
query_3	00023	5	16.640188217163086
query_3	00928	6	16.61109733581543
query_3	00374	7	16.34354591369629
query_3	00536	8	16.16828155517578
query_3	00711	9	16.152069091796875
query_3	00820	10	15.723203659057615
query_3	00187	11	15.620827674865724
query_3	01173	12	15.550273895263672
query_3	00347	13	15.537101745605469
query_3	00461	14	15.493762969970703
query_3	00975	15	15.359152793884276
query_3	00498	16	15.347764015197754
query_3	00991	17	15.110881805419922
query_3	00278	18	15.087665557861328
query_3	01030	19	15.046459197998049
query_3	00669	20	15.046353340148926
query_3	00265	21	14.98605728149414
query_3	00499	22	14.576921463012695
query_3	00758	23	14.55588722229004
query_3	01019	24	14.487715721130373
query_3	00311	25	14.467546463012695
query_3	00614	26	14.444703102111816
query_3	00441	27	14.39785385131836
query_3	00126	28	14.39704132080078
query_3	00008	29	14.243295669555664
query_3	00725	30	14.22242546081543
query_3	00375	31	14.207704544067385
query_3	00297	32	14.136615753173828
query_3	01171	33	14.04842472076416
query_3	00007	34	14.030654907226562
query_3	00980	35	13.954708099365234
query_3	00568	36	13.883252143859863
query_3	00223	37	13.869905471801758
query_3	00052	38	13.80384635925293
query_3	00715	39	13.69260597229004
query_3	00110	40	13.683364868164062
query_3	00559	41	13.654535293579102
query_3	00522	42	13.597491264343262
query_3	00571	43	13.577051162719728
query_3	00912	44	13.553352355957031
query_3	00493	45	13.535051345825195
query_3	00539	46	13.480539321899414
query_3	00269	47	13.469934463500977
query_3	00011	48	13.285168647766112
query_3	00176	49	13.260207176208496
query_3	00031	50	13.235342025756836
query_3	01050	51	13.19134521484375
query_3	00190	52	13.141226768493652
query_3	00148	53	13.139436721801758
query_3	01170	54	13.077215194702148
query_3	00538	55	13.036745071411133
query_3	00662	56	12.975940704345703
query_3	00520	57	12.972881317138672
query_3	00527	58	12.88600254058838
query_3	00288	59	12.87339687347412
query_3	00118	60	12.856059074401855
query_3	00955	61	12.831418991088867
query_3	01197	62	12.82509994506836
query_3	00122	63	12.807659149169922
query_3	00555	64	12.786615371704102
query_3	00922	65	12.779199600219728
query_3	00292	66	12.775873184204102
query_3	00554	67	12.70273780822754
query_3	01228	68	12.66404151916504
query_3	01238	69	12.649888038635254
query_3	01185	70	12.613045692443848
query_3	01168	71	12.545482635498049
query_3	00589	72	12.470067977905272
query_3	01157	73	12.45898723602295
query_3	00736	74	12.449416160583496
query_3	00471	75	12.446876525878906
query_3	00246	76	12.439180374145508
query_3	01213	77	12.327129364013672
query_3	00769	78	12.279515266418455
query_3	00108	79	12.063912391662598
query_3	00962	80	12.061680793762209
query_3	00925	81	12.015801429748535
query_3	01145	82	12.003876686096191
query_3	01091	83	11.995338439941406
query_3	00029	84	11.979456901550291
query_3	00515	85	11.970949172973633
query_3	00694	86	11.944080352783203
query_3	01205	87	11.936237335205078
query_3	01206	88	11.934547424316406
query_3	01229	89	11.884532928466797
query_3	00437	90	11.846883773803713
query_3	00526	91	11.81013298034668
query_3	00440	92	11.79348850250244
query_3	00597	93	11.751110076904297
query_3	00313	94	11.627127647399902
query_3	00271	95	11.60926628112793
query_3	00837	96	11.568977355957031
query_3	00540	97	11.56258773803711
query_3	00386	98	11.490495681762695
query_3	00001	99	11.483989715576172
query_3	00457	100	11.469494819641112
query_4	00499	1	25.33512306213379
query_4	00568	2	23.292211532592773
query_4	01175	3	22.54444122314453
query_4	00439	4	22.43212509155273
query_4	00151	5	22.38721466064453
query_4	00559	6	22.033945083618164
query_4	00189	7	21.70182991027832
query_4	00711	8	21.447608947753903
query_4	00690	9	21.06622695922852
query_4	00867	10	20.910802841186523
query_4	00975	11	20.723487854003903
query_4	00110	12	20.62980842590332
query_4	01145	13	20.60372543334961
query_4	00754	14	20.122413635253903
query_4	00266	15	20.05599403381348
query_4	00691	16	19.91946601867676
query_4	00299	17	19.73760986328125
query_4	00924	18	19.678407669067383
query_4	01192	19	19.588117599487305
query_4	01238	20	19.54636001586914
query_4	00498	21	19.466676712036133
query_4	00853	22	19.31252861022949
query_4	00430	23	19.300138473510746
query_4	00265	24	19.27938270568848
query_4	00540	25	19.264728546142575
query_4	01137	26	19.244876861572266
query_4	00693	27	19.232967376708984
query_4	00856	28	19.20579719543457
query_4	00906	29	19.05747413635254
query_4	00811	30	18.920551300048828
query_4	00602	31	18.77762222290039
query_4	00174	32	18.664203643798828
query_4	00441	33	18.658784866333008
query_4	00190	34	18.61370277404785
query_4	00566	35	18.59849548339844
query_4	00501	36	18.583120346069336
query_4	00869	37	18.525066375732425
query_4	00534	38	18.490005493164062
query_4	01128	39	18.43809127807617
query_4	00562	40	18.43458747863769
query_4	01135	41	18.421499252319336
query_4	01019	42	18.39601707458496
query_4	00954	43	18.27755546569824
query_4	00168	44	18.1993350982666
query_4	00201	45	18.11306571960449
query_4	00745	46	18.045713424682617
query_4	00742	47	18.010149002075195
query_4	00297	48	17.804576873779297
query_4	00292	49	17.78689193725586
query_4	00059	50	17.786178588867188
query_4	00571	51	17.780988693237305
query_4	00895	52	17.59514045715332
query_4	00314	53	17.230636596679688
query_4	00226	54	17.073270797729492
query_4	00776	55	16.974178314208984
query_4	00495	56	16.95732307434082
query_4	00437	57	16.922040939331055
query_4	00045	58	16.885330200195312
query_4	01160	59	16.840518951416016
query_4	00957	60	16.82080078125
query_4	00481	61	16.798763275146484
query_4	00553	62	16.778602600097656
query_4	00615	63	16.752559661865234
query_4	00301	64	16.658205032348633
query_4	00398	65	16.512767791748047
query_4	00392	66	16.37867546081543
query_4	00535	67	16.227136611938477
query_4	00807	68	16.17915916442871
query_4	00594	69	16.0888729095459
query_4	00142	70	16.071216583251953
query_4	00822	71	16.068758010864258
query_4	00386	72	16.020156860351562
query_4	01210	73	15.993706703186035
query_4	01083	74	15.983354568481444
query_4	00999	75	15.958891868591309
query_4	00490	76	15.940469741821287
query_4	00364	77	15.739317893981934
query_4	00665	78	15.711004257202148
query_4	00739	79	15.695541381835938
query_4	00383	80	15.686209678649902
query_4	00744	81	15.510945320129396
query_4	01064	82	15.45391082763672
query_4	01233	83	15.047565460205078
query_4	01057	84	14.985559463500977
query_4	00977	85	14.889752388000488
query_4	00608	86	14.816879272460938
query_4	00592	87	14.815040588378906
query_4	00166	88	14.70652198791504
query_4	00788	89	14.703727722167969
query_4	01072	90	14.70059871673584
query_4	00084	91	14.616009712219238
query_4	00122	92	14.605939865112305
query_4	00909	93	14.602767944335938
query_4	00539	94	14.55512809753418
query_4	00204	95	14.53705596923828
query_4	00925	96	14.468341827392578
query_4	00497	97	14.353242874145508
query_4	00725	98	14.345129013061523
query_4	00236	99	14.326563835144045
query_4	00623	100	14.31684112548828
query_5	00593	1	17.501861572265625
query_5	00031	2	15.912656784057615
query_5	00047	3	15.55023193359375
query_5	00976	4	14.418654441833496
query_5	00533	5	14.190820693969728
query_5	00496	6	14.16910171508789
query_5	00805	7	14.02584171295166
query_5	00802	8	13.929000854492188
query_5	00546	9	13.39173698425293
query_5	00980	10	13.330933570861816
query_5	01167	11	13.317550659179688
query_5	01120	12	13.303980827331545
query_5	00374	13	13.225656509399414
query_5	00347	14	13.180841445922852
query_5	00844	15	12.891433715820312
query_5	00459	16	12.847900390625
query_5	00820	17	12.651227951049805
query_5	00498	18	12.613813400268556
query_5	00497	19	12.590609550476074
query_5	00481	20	12.492083549499512
query_5	00957	21	12.146449089050291
query_5	00027	22	12.066583633422852
query_5	01066	23	12.063775062561035
query_5	01157	24	12.051172256469728
query_5	00311	25	12.041555404663086
query_5	00441	26	12.03085231781006
query_5	00321	27	11.97877311706543
query_5	00629	28	11.953779220581056
query_5	00742	29	11.887823104858398
query_5	00860	30	11.785888671875
query_5	01229	31	11.729443550109863
query_5	00091	32	11.72776985168457
query_5	01149	33	11.697192192077637
query_5	00401	34	11.691465377807615
query_5	01199	35	11.67085075378418
query_5	00975	36	11.65894889831543
query_5	01164	37	11.6513032913208
query_5	00734	38	11.601503372192385
query_5	00577	39	11.55960178375244
query_5	00499	40	11.515796661376951
query_5	00523	41	11.497503280639648
query_5	00827	42	11.491781234741213
query_5	00323	43	11.455772399902344
query_5	01228	44	11.430462837219238
query_5	00564	45	11.396567344665527
query_5	00256	46	11.342426300048828
query_5	00341	47	11.318599700927734
query_5	00636	48	11.28799819946289
query_5	00912	49	11.28048610687256
query_5	00253	50	11.258392333984377
query_5	00085	51	11.213342666625977
query_5	01180	52	11.208117485046388
query_5	00302	53	11.20572280883789
query_5	01203	54	11.154763221740724
query_5	00543	55	11.107179641723633
query_5	00406	56	11.075854301452637
query_5	01170	57	11.057560920715332
query_5	00741	58	11.027776718139648
query_5	00563	59	11.006535530090332
query_5	00592	60	11.005343437194824
query_5	01200	61	11.001691818237305
query_5	00693	62	10.996960639953612
query_5	01092	63	10.979796409606934
query_5	00303	64	10.973315238952637
query_5	00790	65	10.935423851013184
query_5	00447	66	10.927908897399902
query_5	00716	67	10.92703628540039
query_5	00451	68	10.819926261901855
query_5	01042	69	10.790704727172852
query_5	00025	70	10.777233123779297
query_5	00333	71	10.719195365905762
query_5	00201	72	10.713688850402832
query_5	00964	73	10.701946258544922
query_5	00430	74	10.699708938598633
query_5	01197	75	10.67453670501709
query_5	00515	76	10.671977996826172
query_5	00540	77	10.671916007995604
query_5	00463	78	10.66816520690918
query_5	00229	79	10.648199081420898
query_5	01104	80	10.636804580688477
query_5	00950	81	10.613346099853516
query_5	00922	82	10.609140396118164
query_5	01155	83	10.60863208770752
query_5	00316	84	10.59828281402588
query_5	00958	85	10.598278999328612
query_5	00400	86	10.588512420654297
query_5	01032	87	10.58590316772461
query_5	00137	88	10.575149536132812
query_5	00386	89	10.552470207214355
query_5	00538	90	10.5410737991333
query_5	00166	91	10.525997161865234
query_5	00189	92	10.51735782623291
query_5	00146	93	10.50945281982422
query_5	00438	94	10.49975299835205
query_5	01169	95	10.48207664489746
query_5	00810	96	10.480117797851562
query_5	00861	97	10.477184295654297
query_5	01076	98	10.469717025756836
query_5	00589	99	10.466575622558594
query_5	00119	100	10.460150718688965
query_6	00439	1	18.251352310180664
query_6	00256	2	17.894609451293945
query_6	00151	3	17.869653701782227
query_6	00633	4	17.661136627197266
query_6	01175	5	17.578041076660156
query_6	00711	6	17.215797424316406
query_6	00441	7	16.888599395751953
query_6	00399	8	16.723909378051758
query_6	00805	9	16.589582443237305
query_6	01064	10	16.58018684387207
query_6	00961	11	16.53920555114746
query_6	00437	12	16.511945724487305
query_6	01238	13	16.43393325805664
query_6	00497	14	16.372121810913086
query_6	01161	15	16.34930419921875
query_6	00975	16	16.130752563476562
query_6	01024	17	16.094972610473633
query_6	00754	18	15.91269588470459
query_6	00536	19	15.900294303894045
query_6	00118	20	15.771636962890623
query_6	00867	21	15.68354034423828
query_6	00534	22	15.648374557495115
query_6	00023	23	15.623230934143066
query_6	00685	24	15.61673069000244
query_6	00827	25	15.593868255615234
query_6	01206	26	15.577051162719728
query_6	00500	27	15.50317668914795
query_6	00498	28	15.446969985961914
query_6	00150	29	15.292628288269045
query_6	00265	30	15.21417999267578
query_6	00655	31	15.210403442382812
query_6	00856	32	15.169997215270996
query_6	00936	33	15.160778045654297
query_6	00765	34	15.12093448638916
query_6	00766	35	15.079954147338867
query_6	00371	36	15.051630020141602
query_6	00585	37	14.998818397521973
query_6	00499	38	14.975334167480469
query_6	00374	39	14.904397010803224
query_6	00055	40	14.84857177734375
query_6	00320	41	14.819243431091309
query_6	00969	42	14.80985164642334
query_6	01145	43	14.771157264709473
query_6	01165	44	14.728799819946287
query_6	00853	45	14.72249984741211
query_6	00702	46	14.691078186035156
query_6	00292	47	14.688289642333984
query_6	00680	48	14.657482147216797
query_6	00794	49	14.645007133483888
query_6	00172	50	14.62363624572754
query_6	01171	51	14.622934341430664
query_6	00541	52	14.61176300048828
query_6	00559	53	14.603436470031738
query_6	00108	54	14.584529876708984
query_6	01159	55	14.58321762084961
query_6	01137	56	14.541338920593262
query_6	00840	57	14.5280122756958
query_6	00748	58	14.52659797668457
query_6	01209	59	14.515618324279783
query_6	00425	60	14.51082706451416
query_6	00901	61	14.499728202819824
query_6	01169	62	14.477179527282717
query_6	00658	63	14.47435188293457
query_6	01107	64	14.424692153930664
query_6	01200	65	14.423891067504885
query_6	01236	66	14.418967247009276
query_6	00269	67	14.400559425354004
query_6	00455	68	14.39309310913086
query_6	00710	69	14.336783409118652
query_6	01117	70	14.303685188293455
query_6	00053	71	14.281815528869627
query_6	00924	72	14.23034954071045
query_6	00971	73	14.224456787109377
query_6	01050	74	14.220965385437012
query_6	00062	75	14.2112455368042
query_6	00786	76	14.184728622436523
query_6	00568	77	14.17210578918457
query_6	00561	78	14.171828269958496
query_6	00525	79	14.151289939880373
query_6	00812	80	14.131828308105469
