query_0	945	1	22.954463958740234
query_0	787	2	19.41840171813965
query_0	127	3	18.689136505126953
query_0	856	4	17.60120391845703
query_0	177	5	17.495607376098633
query_0	914	6	17.377790451049805
query_0	248	7	17.303932189941406
query_0	325	8	17.08194923400879
query_0	557	9	16.973220825195312
query_0	757	10	16.95406150817871
query_0	1207	11	16.89636993408203
query_0	661	12	16.871198654174805
query_0	730	13	16.621517181396484
query_0	572	14	16.592050552368164
query_0	1013	15	16.33734893798828
query_0	1044	16	15.881694793701172
query_0	1174	17	15.8493013381958
query_0	171	18	15.807634353637695
query_0	341	19	15.77660846710205
query_0	1002	20	15.562291145324707
query_0	1087	21	15.343122482299805
query_0	1191	22	15.29151725769043
query_0	1096	23	15.220907211303711
query_0	963	24	14.935300827026367
query_0	173	25	14.933672904968262
query_0	854	26	14.914546966552734
query_0	1188	27	14.894639015197754
query_0	947	28	14.886272430419922
query_0	972	29	14.857405662536621
query_0	9	30	14.814475059509277
query_0	907	31	14.686661720275879
query_0	1084	32	14.571361541748047
query_0	170	33	14.513151168823242
query_0	359	34	14.495628356933594
query_0	975	35	14.460344314575195
query_0	616	36	14.415239334106445
query_0	512	37	14.366939544677734
query_0	196	38	14.345614433288574
query_0	286	39	14.290079116821289
query_0	1050	40	14.044949531555176
query_0	1058	41	13.950443267822266
query_0	1135	42	13.93433952331543
query_0	493	43	13.901455879211426
query_0	911	44	13.87826156616211
query_0	653	45	13.871912002563477
query_0	682	46	13.86628532409668
query_0	918	47	13.828332901000977
query_0	197	48	13.808961868286133
query_0	376	49	13.789702415466309
query_0	843	50	13.782731056213379
query_0	334	51	13.766960144042969
query_0	598	52	13.732674598693848
query_0	307	53	13.731053352355957
query_0	356	54	13.711220741271973
query_0	829	55	13.701497077941895
query_0	844	56	13.695170402526855
query_0	1130	57	13.689498901367188
query_0	149	58	13.65496826171875
query_0	1136	59	13.640164375305176
query_0	506	60	13.636543273925781
query_0	112	61	13.632061004638672
query_0	1104	62	13.624860763549805
query_0	852	63	13.623576164245605
query_0	247	64	13.614899635314941
query_0	960	65	13.590373992919922
query_0	378	66	13.572500228881836
query_0	344	67	13.427753448486328
query_0	331	68	13.36048412322998
query_0	652	69	13.345385551452637
query_0	853	70	13.311294555664062
query_0	1064	71	13.295817375183105
query_0	91	72	13.277445793151855
query_0	878	73	13.256854057312012
query_0	299	74	13.243245124816895
query_0	303	75	13.229879379272461
query_0	54	76	13.215261459350586
query_0	491	77	13.214681625366211
query_0	638	78	13.209892272949219
query_0	1109	79	13.172178268432617
query_0	462	80	13.169233322143555
query_0	886	81	13.16504955291748
query_0	350	82	13.162493705749512
query_0	750	83	13.152196884155273
query_0	1126	84	13.14090347290039
query_0	699	85	13.122209548950195
query_0	461	86	13.100784301757812
query_0	509	87	13.089554786682129
query_0	879	88	13.055074691772461
query_0	1081	89	13.034584045410156
query_0	1053	90	13.034422874450684
query_0	82	91	13.026942253112793
query_0	676	92	12.98316764831543
query_0	119	93	12.978339195251465
query_0	416	94	12.977975845336914
query_0	116	95	12.970075607299805
query_0	760	96	12.963581085205078
query_0	472	97	12.958459854125977
query_0	79	98	12.887154579162598
query_0	666	99	12.86999797821045
query_0	427	100	12.857719421386719
query_1	248	1	17.080413818359375
query_1	196	2	16.43711280822754
query_1	9	3	16.392261505126953
query_1	730	4	16.256996154785156
query_1	302	5	16.12689208984375
query_1	341	6	15.578824996948242
query_1	15	7	15.538971900939941
query_1	654	8	15.466562271118164
query_1	42	9	15.44948673248291
query_1	378	10	15.4382963180542
query_1	299	11	15.432924270629883
query_1	995	12	15.327361106872559
query_1	1130	13	15.172183990478516
query_1	945	14	15.164655685424805
query_1	356	15	15.0729398727417
